Desc	Family ID	Aflo	Amel	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
null	ORTHOMCL396	1	1	2	2	3	1	3	3	1	1	5
null	ORTHOMCL397	2	2	3	2	1	2	3	2	2	2	2
null	ORTHOMCL398	1	1	1	2	4	1	1	2	2	1	7
null	ORTHOMCL399	1	1	1	1	7	1	1	1	1	1	7
null	ORTHOMCL400	1	0	1	5	1	1	2	1	1	1	9
null	ORTHOMCL401	3	2	2	2	2	2	2	2	1	2	3
null	ORTHOMCL402	1	1	7	5	2	1	1	1	1	1	2
null	ORTHOMCL403	2	2	3	3	2	2	2	2	2	1	2
null	ORTHOMCL404	1	1	4	4	2	2	1	1	1	1	5
null	ORTHOMCL405	1	0	4	6	4	2	2	1	1	1	1
null	ORTHOMCL406	1	2	2	3	2	1	4	4	2	1	1
null	ORTHOMCL407	1	0	2	2	7	3	3	1	1	1	2
null	ORTHOMCL408	1	1	3	3	9	1	1	0	1	1	2
null	ORTHOMCL409	1	2	3	2	4	2	2	2	2	1	2
null	ORTHOMCL410	1	1	6	7	1	1	1	1	1	1	2
null	ORTHOMCL411	1	1	4	6	3	1	2	2	1	1	1
null	ORTHOMCL412	0	0	1	1	1	4	11	2	0	1	2
null	ORTHOMCL413	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL414	3	1	2	2	2	2	2	2	2	2	2
null	ORTHOMCL415	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL416	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL417	2	1	3	2	2	4	2	1	1	1	3
null	ORTHOMCL418	2	1	2	3	1	1	1	3	1	1	6
null	ORTHOMCL419	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL420	2	2	2	1	2	2	1	2	3	2	3
null	ORTHOMCL421	3	1	1	4	2	2	1	2	2	2	2
null	ORTHOMCL422	2	2	2	2	2	2	2	2	1	2	3
null	ORTHOMCL423	3	3	2	3	3	0	2	2	1	1	2
null	ORTHOMCL424	4	0	3	4	2	1	1	2	2	2	1
null	ORTHOMCL425	1	1	7	5	1	2	1	1	1	1	1
null	ORTHOMCL426	2	1	5	7	1	1	1	1	1	1	1
null	ORTHOMCL427	3	1	5	4	2	1	1	1	1	1	2
null	ORTHOMCL428	2	1	2	4	2	2	1	1	3	2	2
null	ORTHOMCL429	3	1	3	4	1	1	1	1	2	1	4
null	ORTHOMCL430	3	1	1	1	8	1	1	1	0	1	4
null	ORTHOMCL431	1	1	1	3	1	5	1	2	1	1	5
null	ORTHOMCL432	3	2	2	2	3	2	2	2	1	1	2
null	ORTHOMCL433	3	2	2	3	1	2	2	2	2	1	2
null	ORTHOMCL434	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL435	2	1	4	3	1	1	2	3	1	1	3
null	ORTHOMCL436	3	2	3	2	2	1	1	2	2	2	2
null	ORTHOMCL437	2	2	2	2	2	2	2	2	1	2	3
null	ORTHOMCL438	3	1	2	1	2	4	1	2	1	1	4
null	ORTHOMCL439	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL440	3	1	1	2	1	2	2	3	2	1	4
null	ORTHOMCL441	3	1	2	2	2	2	2	2	2	3	1
null	ORTHOMCL442	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL443	2	2	3	2	2	2	2	2	1	2	2
null	ORTHOMCL444	1	1	3	2	1	1	5	6	1	1	0
null	ORTHOMCL445	1	1	2	4	5	3	1	2	1	1	1
null	ORTHOMCL446	2	2	2	2	1	3	2	2	2	2	2
null	ORTHOMCL447	1	1	1	6	7	1	1	1	1	1	1
null	ORTHOMCL448	2	2	2	2	2	2	3	2	1	2	2
null	ORTHOMCL449	1	1	3	4	3	1	1	1	1	1	5
null	ORTHOMCL450	2	2	2	2	2	2	2	3	1	2	2
null	ORTHOMCL451	3	1	1	2	1	1	1	1	1	2	8
null	ORTHOMCL452	2	1	1	3	7	1	3	2	1	0	1
null	ORTHOMCL453	2	2	2	2	2	2	3	2	2	2	1
null	ORTHOMCL454	2	2	2	2	2	2	3	2	2	2	1
null	ORTHOMCL455	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL456	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL457	2	2	3	3	2	2	2	2	1	1	2
null	ORTHOMCL458	1	1	4	4	4	2	1	1	1	0	3
null	ORTHOMCL459	2	1	4	3	1	2	1	1	2	2	3
null	ORTHOMCL460	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL461	1	1	5	6	1	2	1	1	1	1	2
null	ORTHOMCL462	2	1	3	3	2	1	2	5	1	1	1
null	ORTHOMCL463	2	2	1	1	2	2	2	2	1	1	6
null	ORTHOMCL464	1	1	1	2	6	1	2	1	5	1	1
null	ORTHOMCL465	1	1	3	5	3	1	3	1	1	1	2
null	ORTHOMCL466	2	2	3	2	2	2	2	2	2	1	2
null	ORTHOMCL467	2	2	1	3	3	2	2	2	2	2	1
null	ORTHOMCL468	2	1	1	2	2	2	6	1	2	2	1
null	ORTHOMCL469	2	1	2	2	3	2	2	2	2	2	2
null	ORTHOMCL470	2	1	4	5	1	2	3	1	1	1	1
null	ORTHOMCL471	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL472	2	2	2	2	2	4	2	1	2	2	1
null	ORTHOMCL473	1	1	2	2	6	3	1	1	1	1	3
null	ORTHOMCL474	2	2	1	2	2	2	2	2	2	2	3
null	ORTHOMCL475	2	1	4	4	4	1	2	1	1	1	1
null	ORTHOMCL476	2	2	2	3	2	2	2	2	1	2	2
null	ORTHOMCL477	1	1	1	9	2	1	2	1	1	1	2
null	ORTHOMCL478	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL479	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL480	2	2	2	2	3	2	2	2	1	2	2
null	ORTHOMCL481	1	1	7	6	1	1	1	1	1	1	1
null	ORTHOMCL482	1	1	4	6	2	1	1	1	1	1	3
null	ORTHOMCL483	2	2	3	2	2	2	2	2	2	2	1
null	ORTHOMCL484	1	1	2	2	2	2	2	3	2	3	2
null	ORTHOMCL485	1	2	4	4	1	2	2	2	2	1	1
null	ORTHOMCL486	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL487	1	1	1	1	2	6	4	1	2	2	1
null	ORTHOMCL488	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL489	2	2	2	2	3	2	2	2	1	2	2
null	ORTHOMCL490	1	1	1	5	3	1	3	1	1	0	5
null	ORTHOMCL491	2	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL492	2	2	2	2	1	2	3	2	2	2	2
null	ORTHOMCL493	1	1	3	5	1	2	1	2	1	1	4
null	ORTHOMCL494	1	1	2	4	3	2	2	2	2	1	2
null	ORTHOMCL495	1	1	6	7	1	1	1	1	1	1	1
null	ORTHOMCL496	1	1	5	7	1	1	2	1	1	1	1
null	ORTHOMCL497	1	1	4	4	1	1	1	3	4	1	1
null	ORTHOMCL498	2	2	3	2	2	2	2	2	1	2	2
null	ORTHOMCL499	1	1	3	4	2	3	2	3	1	1	1
null	ORTHOMCL500	1	1	3	4	1	1	2	2	1	1	5
null	ORTHOMCL501	2	2	2	2	3	2	2	2	1	2	2
null	ORTHOMCL502	1	1	3	2	8	2	1	1	1	1	1
null	ORTHOMCL503	1	2	3	3	2	1	2	2	2	2	2
null	ORTHOMCL504	1	1	1	7	2	4	2	1	1	1	1
null	ORTHOMCL505	1	1	6	5	1	1	1	1	1	1	3
null	ORTHOMCL506	0	0	7	9	1	1	1	1	1	0	1
null	ORTHOMCL507	0	0	0	0	0	0	0	0	1	21	0
null	ORTHOMCL508	2	2	2	3	2	2	1	2	1	2	2
null	ORTHOMCL509	1	1	3	3	1	1	2	1	1	1	6
null	ORTHOMCL510	1	1	4	3	2	2	2	2	1	1	2
null	ORTHOMCL511	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL512	8	1	1	1	2	1	2	1	1	1	2
null	ORTHOMCL513	3	1	1	1	6	1	2	1	1	1	3
null	ORTHOMCL514	2	2	2	2	2	2	2	2	2	1	2
null	ORTHOMCL515	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL516	2	1	2	2	2	2	2	2	2	2	2
null	ORTHOMCL517	2	1	0	0	4	1	4	1	1	1	6
null	ORTHOMCL518	2	2	2	1	2	2	2	2	2	2	2
null	ORTHOMCL519	2	1	2	2	2	2	1	2	3	2	2
null	ORTHOMCL520	1	1	1	1	7	1	1	5	1	1	1
null	ORTHOMCL521	4	0	3	3	3	2	0	1	1	1	3
null	ORTHOMCL522	1	2	2	1	3	3	2	2	2	2	1
null	ORTHOMCL523	3	1	1	1	1	2	1	2	4	3	2
null	ORTHOMCL524	2	1	3	4	1	1	3	1	1	1	3
null	ORTHOMCL525	3	1	4	4	2	1	1	1	1	1	2
null	ORTHOMCL526	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL527	2	1	2	2	2	2	3	2	2	2	1
null	ORTHOMCL528	2	1	1	2	1	1	2	2	2	2	5
null	ORTHOMCL529	2	2	3	2	2	1	2	1	2	2	2
null	ORTHOMCL530	1	1	2	8	1	1	2	1	2	1	1
null	ORTHOMCL531	1	1	5	4	1	2	1	2	1	1	2
null	ORTHOMCL532	3	1	2	1	2	2	2	2	1	1	4
null	ORTHOMCL533	4	1	1	1	3	2	2	2	2	2	1
null	ORTHOMCL534	1	1	1	2	4	2	2	2	2	2	2
null	ORTHOMCL535	2	2	2	2	1	2	2	2	2	2	2
null	ORTHOMCL536	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL537	1	1	4	3	2	1	3	2	1	1	2
null	ORTHOMCL538	2	1	2	2	2	2	2	2	2	2	2
null	ORTHOMCL539	2	1	1	2	2	2	2	2	3	3	1
null	ORTHOMCL540	2	1	2	2	2	2	2	2	2	2	2
null	ORTHOMCL541	1	1	6	5	2	1	1	1	1	1	1
null	ORTHOMCL542	2	2	3	2	1	1	3	1	2	2	2
null	ORTHOMCL543	1	1	1	1	3	2	2	2	2	3	3
null	ORTHOMCL544	4	1	4	3	3	1	1	1	1	1	1
null	ORTHOMCL545	2	1	0	1	2	1	1	1	1	1	10
null	ORTHOMCL546	4	1	4	3	0	1	3	2	1	1	1
null	ORTHOMCL547	2	2	2	1	2	2	2	2	2	2	2
null	ORTHOMCL548	3	1	2	2	3	4	1	1	1	1	2
null	ORTHOMCL549	3	1	6	4	1	1	1	1	1	1	1
null	ORTHOMCL550	1	1	0	3	6	1	5	1	1	1	1
null	ORTHOMCL551	1	1	2	1	2	2	3	2	2	2	3
null	ORTHOMCL552	1	1	2	2	2	1	2	3	1	1	5
null	ORTHOMCL553	1	1	3	1	2	3	3	1	1	1	4
null	ORTHOMCL554	1	1	1	1	10	1	1	1	1	1	2
null	ORTHOMCL555	3	1	2	2	1	2	1	4	2	2	1
null	ORTHOMCL556	2	2	2	3	1	2	1	2	2	2	2
null	ORTHOMCL557	2	2	2	2	1	2	2	2	2	2	2
null	ORTHOMCL558	1	1	2	3	3	1	5	1	1	1	2
null	ORTHOMCL559	3	1	4	4	1	1	3	1	1	1	1
null	ORTHOMCL560	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL561	2	1	3	2	1	2	2	2	2	2	2
null	ORTHOMCL562	3	1	3	2	3	1	3	1	1	1	2
null	ORTHOMCL563	2	1	3	3	2	1	4	1	1	1	2
null	ORTHOMCL564	2	2	2	2	1	2	2	2	2	1	3
null	ORTHOMCL565	1	1	4	4	4	1	2	1	1	1	1
null	ORTHOMCL566	1	1	1	1	5	1	2	6	0	1	2
null	ORTHOMCL567	1	1	8	3	1	1	2	1	1	1	1
null	ORTHOMCL568	1	2	2	2	3	2	2	2	2	2	1
null	ORTHOMCL569	1	2	2	2	2	2	2	2	2	2	2
null	ORTHOMCL570	1	1	3	2	3	2	2	2	2	2	1
null	ORTHOMCL571	3	1	2	4	2	1	2	1	1	1	3
null	ORTHOMCL572	1	1	5	1	4	1	1	1	1	1	4
null	ORTHOMCL573	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL574	4	2	2	1	2	1	1	1	3	3	1
null	ORTHOMCL575	1	1	4	5	1	1	1	1	1	1	4
null	ORTHOMCL576	2	1	3	4	1	2	1	1	2	2	2
null	ORTHOMCL577	2	2	2	2	2	2	3	1	2	1	2
null	ORTHOMCL578	1	1	1	2	5	1	2	1	1	1	5
null	ORTHOMCL579	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL580	1	1	1	1	3	1	6	2	1	1	3
null	ORTHOMCL581	2	1	2	2	4	2	1	1	1	1	4
null	ORTHOMCL582	1	1	4	5	1	1	1	2	1	1	3
null	ORTHOMCL583	1	1	4	4	1	1	2	3	1	1	2
null	ORTHOMCL584	1	1	1	1	3	1	1	1	2	2	7
null	ORTHOMCL585	2	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL586	1	1	3	3	3	1	3	1	1	1	3
null	ORTHOMCL587	1	1	3	3	4	1	2	1	1	1	3
null	ORTHOMCL588	1	1	6	6	1	1	1	1	1	1	1
null	ORTHOMCL589	1	1	3	3	1	2	2	2	2	2	2
null	ORTHOMCL590	1	1	3	4	1	1	3	1	1	1	4
null	ORTHOMCL591	0	2	4	2	2	2	2	2	2	2	1
null	ORTHOMCL592	0	0	0	0	0	0	0	0	21	0	0
null	ORTHOMCL593	0	0	0	0	0	0	0	0	21	0	0
null	ORTHOMCL594	3	1	2	4	2	1	1	1	1	2	2
null	ORTHOMCL595	2	1	1	1	2	2	2	2	2	2	3
null	ORTHOMCL596	2	1	3	2	2	2	1	1	2	2	2
null	ORTHOMCL597	1	1	3	3	2	1	4	1	2	1	1
null	ORTHOMCL598	2	1	2	2	1	3	2	2	1	1	3
null	ORTHOMCL599	2	2	2	2	2	2	2	2	1	1	2
null	ORTHOMCL600	4	1	1	2	2	1	1	2	1	1	4
null	ORTHOMCL601	1	1	1	1	1	6	5	1	1	1	1
null	ORTHOMCL602	1	1	1	1	1	1	2	1	1	1	9
null	ORTHOMCL603	4	1	4	4	0	0	2	1	1	1	2
null	ORTHOMCL604	3	1	1	1	6	1	3	1	1	1	1
null	ORTHOMCL605	3	1	1	2	1	1	3	3	1	1	3
null	ORTHOMCL606	1	1	2	2	8	1	1	1	1	1	1
null	ORTHOMCL607	3	1	2	2	1	1	3	1	1	1	4
null	ORTHOMCL608	3	1	1	1	3	3	4	1	1	1	1
null	ORTHOMCL609	2	1	2	3	2	3	2	1	1	1	2
null	ORTHOMCL610	3	3	1	1	3	2	0	1	3	1	2
null	ORTHOMCL611	4	1	3	3	2	1	1	1	1	1	2
null	ORTHOMCL612	3	1	3	4	1	1	1	1	2	2	1
null	ORTHOMCL613	2	2	1	1	2	2	2	3	2	2	1
null	ORTHOMCL614	2	2	2	2	2	2	2	2	1	2	1
null	ORTHOMCL615	3	1	3	3	3	1	1	1	1	1	2
null	ORTHOMCL616	2	1	3	3	1	2	1	1	2	2	2
null	ORTHOMCL617	4	1	2	2	3	1	1	1	1	1	3
null	ORTHOMCL618	2	1	3	4	4	1	1	1	1	1	1
null	ORTHOMCL619	2	1	5	4	2	1	1	1	1	1	1
null	ORTHOMCL620	2	2	3	1	2	1	2	1	2	2	2
null	ORTHOMCL621	2	2	2	2	2	2	2	1	2	1	2
null	ORTHOMCL622	1	1	4	4	2	3	1	1	1	1	1
null	ORTHOMCL623	1	1	2	3	6	1	1	1	1	2	1
null	ORTHOMCL624	1	1	2	3	3	1	1	2	1	1	4
null	ORTHOMCL625	2	2	1	2	2	2	2	2	2	1	2
null	ORTHOMCL626	2	1	1	9	1	1	1	1	1	1	1
null	ORTHOMCL627	2	1	3	3	1	2	1	1	2	2	2
null	ORTHOMCL628	2	1	3	2	1	2	2	1	2	2	2
null	ORTHOMCL629	4	1	2	2	3	2	2	1	1	1	1
null	ORTHOMCL630	2	1	1	1	2	1	1	1	1	1	8
null	ORTHOMCL631	2	1	3	3	2	2	1	1	1	1	3
null	ORTHOMCL632	2	1	3	4	1	2	2	1	1	1	2
null	ORTHOMCL633	3	0	1	5	1	1	1	3	2	2	1
null	ORTHOMCL634	2	2	2	2	2	1	2	2	1	2	2
null	ORTHOMCL635	2	2	2	2	2	2	2	2	1	1	2
null	ORTHOMCL636	3	1	4	3	2	1	1	1	1	1	2
null	ORTHOMCL637	1	1	2	2	2	1	1	1	1	1	7
null	ORTHOMCL638	1	1	5	6	1	1	1	1	1	1	1
null	ORTHOMCL639	1	1	2	2	2	2	2	2	2	2	2
null	ORTHOMCL640	2	2	2	2	1	2	1	1	2	1	4
null	ORTHOMCL641	1	1	3	3	3	1	3	1	1	1	2
null	ORTHOMCL642	1	1	6	5	1	1	1	1	1	1	1
null	ORTHOMCL643	2	2	2	2	2	2	2	1	2	2	1
null	ORTHOMCL644	3	1	3	3	3	1	2	1	1	1	1
null	ORTHOMCL645	1	1	5	6	1	1	1	1	1	1	1
null	ORTHOMCL646	1	1	4	1	4	1	1	2	1	1	3
null	ORTHOMCL647	1	1	3	4	1	2	3	1	1	1	2
null	ORTHOMCL648	1	1	4	7	1	2	1	1	1	0	1
null	ORTHOMCL649	2	1	1	1	2	2	2	4	1	1	3
null	ORTHOMCL650	2	1	4	4	3	1	1	1	1	1	1
null	ORTHOMCL651	2	1	2	1	1	1	3	1	2	2	4
null	ORTHOMCL652	2	2	2	2	2	2	2	2	1	1	2
null	ORTHOMCL653	2	1	2	2	1	1	1	1	1	1	7
null	ORTHOMCL654	1	1	1	1	9	1	1	1	1	1	2
null	ORTHOMCL655	1	2	2	2	2	2	2	2	2	2	1
null	ORTHOMCL656	2	1	2	2	2	2	2	2	1	1	3
null	ORTHOMCL657	1	1	1	2	1	1	1	4	1	1	6
null	ORTHOMCL658	1	1	4	7	1	1	1	1	1	1	1
null	ORTHOMCL659	1	2	2	2	2	2	2	2	1	2	2
null	ORTHOMCL660	2	2	1	2	2	2	2	2	1	2	2
null	ORTHOMCL661	1	1	2	2	8	1	1	1	1	1	1
null	ORTHOMCL662	2	1	2	2	2	2	1	1	3	2	2
null	ORTHOMCL663	1	1	4	2	4	1	1	2	2	1	1
null	ORTHOMCL664	1	1	2	2	8	1	1	1	1	1	1
null	ORTHOMCL665	1	1	1	8	0	1	1	1	2	2	2
null	ORTHOMCL666	2	2	2	2	2	2	2	2	1	1	2
null	ORTHOMCL667	1	1	1	1	5	1	1	2	1	1	5
null	ORTHOMCL668	1	2	2	5	5	1	1	0	1	1	1
null	ORTHOMCL669	2	1	2	4	1	1	1	1	1	1	5
null	ORTHOMCL670	1	2	1	1	2	2	3	1	2	2	3
null	ORTHOMCL671	1	1	2	3	2	2	5	1	1	1	1
null	ORTHOMCL672	1	1	3	3	3	2	2	1	1	1	2
null	ORTHOMCL673	1	1	3	7	1	1	2	1	1	1	1
null	ORTHOMCL674	0	0	0	0	20	0	0	0	0	0	0
null	ORTHOMCL675	1	1	1	1	4	2	3	2	1	1	2
null	ORTHOMCL676	2	2	1	2	2	2	2	1	2	2	1
null	ORTHOMCL677	2	1	2	2	1	2	1	1	2	2	3
null	ORTHOMCL678	3	1	3	2	2	1	1	1	1	2	2
null	ORTHOMCL679	1	1	4	3	1	1	1	1	1	1	4
null	ORTHOMCL680	3	1	2	1	1	1	1	0	1	1	7
null	ORTHOMCL681	1	1	3	4	3	1	2	1	1	1	1
null	ORTHOMCL682	1	1	5	5	1	1	1	1	1	1	1
null	ORTHOMCL683	1	1	2	1	5	1	2	2	1	1	2
null	ORTHOMCL684	1	1	1	1	1	2	1	1	1	1	8
null	ORTHOMCL685	2	1	1	2	3	1	1	1	1	2	4
null	ORTHOMCL686	1	1	1	1	3	2	1	1	1	1	6
null	ORTHOMCL687	1	2	2	3	1	2	1	2	2	1	2
null	ORTHOMCL688	3	1	2	2	1	2	2	2	1	1	2
null	ORTHOMCL689	2	1	2	2	1	3	1	1	2	2	2
null	ORTHOMCL690	1	1	3	1	4	1	1	1	1	1	4
null	ORTHOMCL691	3	1	1	2	4	1	3	1	1	1	1
null	ORTHOMCL692	3	1	3	3	1	1	3	1	1	1	1
null	ORTHOMCL693	3	1	1	1	2	2	2	2	1	2	2
null	ORTHOMCL694	1	1	3	6	2	1	1	1	1	1	1
null	ORTHOMCL695	2	1	1	3	3	1	1	1	1	2	3
null	ORTHOMCL696	2	2	2	2	1	2	1	2	2	1	2
null	ORTHOMCL697	2	1	2	1	3	1	2	1	1	1	4
null	ORTHOMCL698	2	1	2	2	2	2	2	1	1	2	2
null	ORTHOMCL699	5	1	1	5	1	1	1	1	1	1	1
null	ORTHOMCL700	2	2	4	4	1	1	1	1	1	1	1
null	ORTHOMCL701	3	1	3	2	2	1	0	2	1	1	3
null	ORTHOMCL702	6	1	2	2	1	1	1	1	1	1	2
null	ORTHOMCL703	2	1	3	3	1	1	1	1	1	1	4
null	ORTHOMCL704	2	1	2	2	1	2	2	1	2	2	2
null	ORTHOMCL705	3	1	1	1	2	3	2	2	1	1	2
null	ORTHOMCL706	1	1	4	6	1	1	1	1	1	1	1
null	ORTHOMCL707	8	11	0	0	0	0	0	0	0	0	0
null	ORTHOMCL708	1	1	5	4	1	1	1	1	1	1	2
null	ORTHOMCL709	1	1	1	1	4	2	1	1	1	1	5
null	ORTHOMCL710	2	1	3	3	2	1	2	1	1	1	2
null	ORTHOMCL711	4	1	2	2	3	1	2	1	1	1	1
null	ORTHOMCL712	1	1	1	1	4	1	2	1	1	1	5
null	ORTHOMCL713	3	1	2	2	1	2	2	2	1	1	2
null	ORTHOMCL714	2	2	2	2	2	1	2	1	2	2	1
null	ORTHOMCL715	7	1	1	1	1	2	1	2	1	1	1
null	ORTHOMCL716	4	1	1	1	1	3	1	1	1	1	4
null	ORTHOMCL717	1	1	5	5	1	1	1	1	1	1	1
null	ORTHOMCL718	1	1	1	1	1	1	1	1	1	1	9
null	ORTHOMCL719	2	1	2	2	2	2	4	1	1	1	1
null	ORTHOMCL720	2	1	1	2	1	2	2	2	2	2	2
null	ORTHOMCL721	3	1	3	3	3	1	1	1	1	1	1
null	ORTHOMCL722	4	1	3	1	1	1	1	1	1	1	4
null	ORTHOMCL723	3	1	1	2	2	1	1	3	2	1	2
null	ORTHOMCL724	2	1	2	2	1	2	1	1	1	2	4
null	ORTHOMCL725	2	1	2	2	2	2	2	2	1	1	2
null	ORTHOMCL726	3	1	1	1	3	1	4	2	1	1	1
null	ORTHOMCL727	1	1	2	3	3	1	2	1	1	1	3
null	ORTHOMCL728	1	1	2	2	2	1	2	2	2	2	2
null	ORTHOMCL729	2	1	2	1	2	1	2	2	2	2	2
null	ORTHOMCL730	3	1	2	2	2	1	2	1	2	1	2
null	ORTHOMCL731	1	1	4	3	2	1	3	1	1	1	1
null	ORTHOMCL732	2	1	1	1	6	1	1	1	1	1	3
null	ORTHOMCL733	1	1	1	1	1	1	1	1	1	1	9
null	ORTHOMCL734	3	1	4	4	1	1	1	1	1	1	1
null	ORTHOMCL735	1	0	3	3	3	1	1	3	1	1	2
null	ORTHOMCL736	1	1	1	5	5	1	1	1	1	1	1
null	ORTHOMCL737	1	1	5	1	3	1	1	2	1	0	3
null	ORTHOMCL738	1	1	3	3	1	1	3	1	1	1	3
null	ORTHOMCL739	1	2	3	2	2	1	2	1	1	2	2
null	ORTHOMCL740	1	1	1	1	2	2	6	3	1	0	1
null	ORTHOMCL741	1	1	4	1	1	5	1	2	1	1	1
null	ORTHOMCL742	1	1	5	5	1	1	1	1	1	1	1
null	ORTHOMCL743	1	1	1	1	8	1	1	1	1	1	2
null	ORTHOMCL744	2	1	2	2	2	2	2	2	1	1	2
null	ORTHOMCL745	2	2	2	2	1	1	2	2	2	1	2
null	ORTHOMCL746	2	1	2	2	3	2	1	1	2	1	2
null	ORTHOMCL747	2	1	2	2	2	2	2	2	1	1	2
null	ORTHOMCL748	1	1	2	2	2	2	2	2	2	1	2
null	ORTHOMCL749	2	1	1	2	2	3	2	2	2	1	1
null	ORTHOMCL750	2	1	2	2	6	1	1	1	1	1	1
null	ORTHOMCL751	1	1	5	4	1	1	2	1	1	1	1
null	ORTHOMCL752	1	1	1	1	3	0	8	1	1	1	1
null	ORTHOMCL753	1	1	2	2	2	1	2	2	2	2	2
null	ORTHOMCL754	2	1	3	3	1	1	2	2	1	2	1
null	ORTHOMCL755	1	1	4	6	1	1	1	1	1	1	1
null	ORTHOMCL756	2	1	1	2	4	2	1	1	2	2	1
null	ORTHOMCL757	1	1	3	2	1	3	2	2	1	1	2
null	ORTHOMCL758	1	1	1	1	1	1	3	1	1	1	7
null	ORTHOMCL759	2	1	2	1	1	1	2	1	2	3	3
null	ORTHOMCL760	1	1	1	6	2	1	2	1	1	1	2
null	ORTHOMCL761	1	1	2	3	0	2	2	2	2	2	2
null	ORTHOMCL762	1	1	2	4	1	1	1	1	1	1	5
null	ORTHOMCL763	2	1	2	2	1	2	1	1	2	2	3
null	ORTHOMCL764	2	1	2	2	2	1	2	2	2	1	2
null	ORTHOMCL765	1	1	1	2	2	4	2	1	1	1	3
null	ORTHOMCL766	1	1	3	4	1	3	1	2	1	1	1
null	ORTHOMCL767	1	1	1	6	3	1	1	1	0	1	3
null	ORTHOMCL768	1	1	1	3	2	1	3	2	1	1	3
null	ORTHOMCL769	1	1	1	3	2	1	2	2	2	2	2
null	ORTHOMCL770	1	1	2	2	2	1	1	1	1	2	5
null	ORTHOMCL771	1	1	3	2	1	2	2	1	2	2	2
null	ORTHOMCL772	1	1	2	2	2	1	1	1	3	3	2
null	ORTHOMCL773	1	1	2	2	4	1	1	1	1	1	4
null	ORTHOMCL774	1	1	3	3	1	1	1	1	1	1	5
null	ORTHOMCL775	1	1	1	1	1	1	1	1	1	1	9
null	ORTHOMCL776	1	1	1	2	2	2	2	2	1	1	4
null	ORTHOMCL777	1	1	3	3	1	1	1	1	1	1	5
null	ORTHOMCL778	1	1	4	6	1	1	1	1	1	1	1
null	ORTHOMCL779	1	1	1	0	3	1	1	1	1	1	8
null	ORTHOMCL780	1	1	2	2	1	1	5	3	1	1	1
null	ORTHOMCL781	1	1	1	1	2	1	3	2	3	3	1
null	ORTHOMCL782	0	1	1	1	4	0	4	6	0	2	0
null	ORTHOMCL783	0	0	3	1	2	4	1	2	3	2	1
null	ORTHOMCL784	0	0	0	0	2	1	0	0	16	0	0
null	ORTHOMCL785	0	0	0	0	0	0	1	0	0	17	1
null	ORTHOMCL786	4	1	2	3	1	1	1	1	1	1	2
null	ORTHOMCL787	2	1	2	2	3	1	2	1	1	1	2
null	ORTHOMCL788	4	1	3	3	1	1	1	1	1	1	1
null	ORTHOMCL789	1	1	2	1	1	1	1	2	1	1	6
null	ORTHOMCL790	3	1	1	1	2	2	4	1	1	1	1
null	ORTHOMCL791	1	2	2	1	1	1	1	2	2	3	2
null	ORTHOMCL792	5	1	1	1	2	1	1	1	1	1	3
null	ORTHOMCL793	1	1	2	3	2	2	1	1	1	2	2
null	ORTHOMCL794	2	1	3	4	1	1	2	1	1	1	1
null	ORTHOMCL795	5	1	1	1	1	1	2	1	1	1	3
null	ORTHOMCL796	2	1	1	1	1	1	1	6	1	2	1
null	ORTHOMCL797	4	1	1	1	4	1	2	1	1	1	1
null	ORTHOMCL798	3	1	2	2	3	1	1	2	1	1	1
null	ORTHOMCL799	1	1	2	2	2	2	1	1	2	2	2
null	ORTHOMCL800	2	2	3	2	1	2	1	1	1	1	2
null	ORTHOMCL801	4	1	1	3	3	1	1	1	1	1	1
null	ORTHOMCL802	2	1	1	1	2	1	3	2	2	2	1
null	ORTHOMCL803	1	2	2	2	2	1	2	2	1	2	1
null	ORTHOMCL804	5	1	1	2	1	2	1	1	1	1	2
